num,Informatiksicherheit,Geschlecht,Altersklasse,Bildungsstand,Jahr,Absolut / relativ,Resultat
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anzahl Personen,Wert
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
136991,Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
33373,Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
27,Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
5.9,Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
135301,Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2019,Anzahl Personen,Wert
32927,Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2019,Anzahl Personen,Konfidenzintervall +/-
25.2,Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Wert
5.5,Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2017,Anzahl Personen,Wert
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2017,Anzahl Personen,Konfidenzintervall +/-
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2014,Anzahl Personen,Wert
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
132195,Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
31404,Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
45.4,Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
8.6,Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
75579,Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2019,Anzahl Personen,Wert
24669,Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2019,Anzahl Personen,Konfidenzintervall +/-
40.9,Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Wert
10.6,Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2017,Anzahl Personen,Wert
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2017,Anzahl Personen,Konfidenzintervall +/-
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2014,Anzahl Personen,Wert
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""....""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
"""....""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Unter 25 Jahren,2019,Anzahl Personen,Wert
"""....""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Unter 25 Jahren,2019,Anzahl Personen,Konfidenzintervall +/-
"""....""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Unter 25 Jahren,2019,Anteil (in % der Gesamtbevölkerung),Wert
"""....""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Unter 25 Jahren,2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Unter 25 Jahren,2017,Anzahl Personen,Wert
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Unter 25 Jahren,2017,Anzahl Personen,Konfidenzintervall +/-
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Unter 25 Jahren,2017,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Unter 25 Jahren,2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Unter 25 Jahren,2014,Anzahl Personen,Wert
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Unter 25 Jahren,2014,Anzahl Personen,Konfidenzintervall +/-
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Unter 25 Jahren,2014,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Erhalt von betrügerischen Nachrichten (Phishing) (in den letzten zwölf Monaten) (ab 2019),Frau,60 Jahre und älter,Unter 25 Jahren,2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
231319,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2021,Anzahl Personen,Wert
45635,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
3.3,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
0.6,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
260246,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2019,Anzahl Personen,Wert
49411,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2019,Anzahl Personen,Konfidenzintervall +/-
3.7,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2019,Anteil (in % der Gesamtbevölkerung),Wert
0.7,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2017,Anzahl Personen,Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2017,Anzahl Personen,Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2017,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2014,Anzahl Personen,Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2014,Anzahl Personen,Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2014,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
54575,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anzahl Personen,Wert
22493,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anzahl Personen,Konfidenzintervall +/-
5,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Wert
2,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anzahl Personen,Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anzahl Personen,Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anzahl Personen,Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
99007,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
30151,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
4.1,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
1.2,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
73239,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2019,Anzahl Personen,Wert
27138,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2019,Anzahl Personen,Konfidenzintervall +/-
2.9,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Wert
1.1,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2017,Anzahl Personen,Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2017,Anzahl Personen,Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2014,Anzahl Personen,Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
71576,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
25688,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
2.5,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
0.9,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
80739,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2019,Anzahl Personen,Wert
27107,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2019,Anzahl Personen,Konfidenzintervall +/-
3.3,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Wert
1.1,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2019,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2017,Anzahl Personen,Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2017,Anzahl Personen,Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2017,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2014,Anzahl Personen,Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2014,Anzahl Personen,Konfidenzintervall +/-
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Wert
"""...""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2014,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2021,Anzahl Personen,Wert
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
""".....""",Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
51692,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2019,Anzahl Personen,Wert
22958,Verlust von Daten wegen einem Virus oder einer anderen Infektion (in den letzten zwölf Monaten) (ab 2019),Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2019,Anzahl Personen,Konfidenzintervall +/-
