num,E-commerce: gekaufte Produkte,Geschlecht,Altersklasse,Bildungsstand,Jahr,Absolut / relativ,Resultat
205245," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
40769," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
28.2," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
4.9," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
401467," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
54832," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
46.8," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
5.1," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...."""," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,30 bis 59 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""...."""," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,30 bis 59 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
"""...."""," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,30 bis 59 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...."""," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,30 bis 59 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
100080," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,60 Jahre und älter,Bildungsstand - Total,2021,Anzahl Personen,Wert
27684," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,60 Jahre und älter,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
9.7," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,60 Jahre und älter,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
2.6," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,60 Jahre und älter,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
59895," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
21655," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
20.6," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
6.8," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...."""," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,60 Jahre und älter,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""...."""," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,60 Jahre und älter,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
"""...."""," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,60 Jahre und älter,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...."""," Online-Kauf von Transportleistungen bei einem Verkehrsunternehmen, z. B. Bahn-, Flugzeug-, Bustickets; Taxi. (SBB, UBER, etc.)",Frau,60 Jahre und älter,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
52099," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2021,Anzahl Personen,Wert
21299," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
0.7," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
0.3," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,Altersklasse - Total,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,Altersklasse - Total,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,Altersklasse - Total,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,Altersklasse - Total,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,15 bis 29 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,15 bis 29 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,15 bis 29 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,15 bis 29 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,15 bis 29 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,30 bis 59 Jahre,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,30 bis 59 Jahre,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,30 bis 59 Jahre,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,30 bis 59 Jahre,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""...."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
"""...."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,30 bis 59 Jahre,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,60 Jahre und älter,Bildungsstand - Total,2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,60 Jahre und älter,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,60 Jahre und älter,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,60 Jahre und älter,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,60 Jahre und älter,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,60 Jahre und älter,Sekundarstufe II (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,60 Jahre und älter,Tertiärstufe (25 Jahre und älter),2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""...."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2021,Anzahl Personen,Wert
"""...."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2021,Anzahl Personen,Konfidenzintervall +/-
"""...."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""...."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Geschlecht - Total,60 Jahre und älter,Unter 25 Jahren,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,Altersklasse - Total,Bildungsstand - Total,2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,Altersklasse - Total,Bildungsstand - Total,2021,Anzahl Personen,Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,Altersklasse - Total,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,Altersklasse - Total,Bildungsstand - Total,2021,Anteil (in % der Gesamtbevölkerung),Konfidenzintervall +/-
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Wert
"""....."""," Online-Kauf von Transportdienstleistungen von einer Privatperson (z. B. blabla car, etc.)",Mann,Altersklasse - Total,Ohne nachobligatorische Ausbildung (25 Jahre und älter),2021,Anzahl Personen,Konfidenzintervall +/-
